date,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,OT
2013-11-19 08:00:00,33.0,12.0,43.0,800.0,4.7124,2.4,1023.3,-14.7,0.0,3.1,13.0
2013-11-19 09:00:00,27.0,11.0,36.0,700.0,14.1372,3.7,1022.7,-14.6,0.0,1.8,15.0
2013-11-19 10:00:00,17.0,12.0,38.0,800.0,17.9928,5.0,1022.1,-15.0,0.0,0.8,18.0
2013-11-19 11:00:00,31.0,11.0,41.0,800.0,20.1348,5.9,1020.7,-14.8,0.0,1.9,13.0
2013-11-19 12:00:00,25.0,10.0,34.0,700.0,28.4886,7.0,1019.4,-13.3,0.0,1.5,19.0
2013-11-19 13:00:00,17.0,12.0,30.0,700.0,35.343,8.2,1018.5,-13.5,0.0,1.0,18.0
2013-11-19 14:00:00,31.0,11.0,38.0,800.0,28.917,8.1,1018.2,-13.6,0.0,0.7,25.0
2013-11-19 15:00:00,36.0,14.0,49.0,900.0,21.42,8.2,1018.0,-12.9,0.0,0.4,26.0
2013-11-19 16:00:00,79.0,22.0,63.0,1000.0,17.136,5.8,1018.5,-12.3,0.0,1.1,48.0
2013-11-19 17:00:00,93.0,19.0,70.0,1000.0,7.0686,4.4,1018.7,-12.1,0.0,1.4,74.0
2013-11-19 18:00:00,83.0,8.0,64.0,1000.0,1.4994,2.6,1019.2,-11.4,0.0,1.0,62.0
2013-11-19 19:00:00,78.0,8.0,63.0,1100.0,1.2852,1.0,1019.3,-10.8,0.0,0.7,71.0
2013-11-19 20:00:00,84.0,8.0,60.0,1300.0,1.2852,0.8,1019.5,-9.8,0.0,1.5,73.0
2013-11-19 21:00:00,79.0,5.0,55.0,1300.0,1.2852,1.4,1019.7,-9.5,0.0,0.4,79.0
2013-11-19 22:00:00,73.0,4.0,51.0,1500.0,1.2852,-0.6,1019.5,-8.8,0.0,0.4,73.0
2013-11-19 23:00:00,74.0,4.0,56.0,1600.0,1.4994,-1.8,1019.5,-8.3,0.0,0.4,81.0
2013-11-20 00:00:00,101.0,4.0,53.0,1700.0,1.2852,-1.9,1019.4,-8.6,0.0,1.6,91.0
2013-11-20 01:00:00,86.0,3.0,49.0,1800.0,1.2852,-2.2,1019.6,-8.7,0.0,1.3,92.0
2013-11-20 02:00:00,107.0,4.0,52.0,2300.0,1.4994,-2.9,1019.5,-8.4,0.0,0.9,107.0
2013-11-20 03:00:00,127.0,4.0,62.0,3200.0,1.4994,-1.8,1019.3,-9.9,0.0,0.7,127.0
2013-11-20 04:00:00,114.0,4.0,58.0,3400.0,1.2852,-0.6,1019.4,-11.7,0.0,1.0,119.0
2013-11-20 05:00:00,71.0,4.0,53.0,2500.0,1.071,0.1,1019.2,-11.9,0.0,1.5,80.0
2013-11-20 06:00:00,54.0,4.0,49.0,1900.0,1.071,0.8,1019.6,-12.3,0.0,1.8,65.0
2013-11-20 07:00:00,39.0,5.0,45.0,1500.0,0.8568,0.2,1020.2,-10.6,0.0,0.7,42.0
2013-11-20 08:00:00,77.0,7.0,46.0,1700.0,1.2852,4.0,1020.6,-12.0,0.0,2.0,48.0
2013-11-20 09:00:00,98.0,26.0,60.0,2600.0,2.3562,5.7,1020.3,-10.6,0.0,1.2,72.0
2013-11-20 10:00:00,68.0,32.0,59.0,1800.0,5.7834,8.2,1020.3,-9.7,0.0,1.8,52.0
2013-11-20 11:00:00,30.0,12.0,40.0,800.0,21.6342,9.4,1019.4,-9.7,0.0,1.2,21.0
2013-11-20 12:00:00,24.0,9.0,34.0,700.0,35.7714,10.3,1018.7,-9.4,0.0,1.3,28.0
2013-11-20 13:00:00,24.0,10.0,34.0,700.0,41.9832,11.2,1018.2,-9.2,0.0,1.3,25.0
2013-11-20 14:00:00,16.0,8.0,31.0,700.0,48.6234,10.9,1018.2,-9.5,0.0,1.4,18.0
2013-11-20 15:00:00,21.0,8.0,32.0,700.0,46.9098,10.8,1018.3,-10.1,0.0,1.0,14.0
2013-11-20 16:00:00,27.0,9.0,36.0,700.0,42.4116,8.3,1018.6,-9.2,0.0,0.9,17.0
2013-11-20 17:00:00,117.0,9.0,50.0,7000.0,18.8496,4.9,1019.0,-8.3,0.0,0.9,55.0
2013-11-20 18:00:00,45.0,7.0,55.0,900.0,3.213,4.0,1019.7,-7.2,0.0,1.0,25.0
2013-11-20 19:00:00,90.0,12.0,81.0,1700.0,1.2852,3.0,1020.2,-7.0,0.0,0.0,70.0
2013-11-20 20:00:00,102.0,8.0,75.0,1900.0,1.2852,1.6,1020.5,-7.0,0.0,0.4,81.0
2013-11-20 21:00:00,95.0,7.0,77.0,2100.0,1.4994,0.9,1021.1,-6.2,0.0,0.4,90.0
2013-11-20 22:00:00,111.0,7.0,79.0,2600.0,1.4994,1.9,1021.6,-5.7,0.0,0.9,102.0
2013-11-20 23:00:00,125.0,6.0,78.0,2900.0,1.4994,0.0,1021.8,-6.0,0.0,1.4,104.0
2013-11-21 00:00:00,114.0,5.0,76.0,3500.0,1.4994,-0.7,1021.8,-6.1,0.0,0.9,108.0
2013-11-21 01:00:00,110.0,6.0,76.0,3300.0,1.4994,-1.2,1021.9,-6.4,0.0,0.5,105.0
2013-11-21 02:00:00,133.0,6.0,72.0,3500.0,1.4994,-2.0,1022.0,-6.4,0.0,0.6,109.0
2013-11-21 03:00:00,139.0,7.0,91.0,3500.0,1.4994,-2.1,1021.9,-6.1,0.0,0.5,130.0
2013-11-21 04:00:00,156.0,7.0,91.0,3600.0,3.6414,-2.4,1022.1,-6.2,0.0,0.9,148.0
2013-11-21 05:00:00,111.0,5.0,57.0,2800.0,2.142,-2.7,1022.1,-6.7,0.0,0.6,123.0
2013-11-21 06:00:00,61.0,3.0,50.0,1800.0,1.4994,-3.0,1022.6,-6.0,0.0,0.6,80.0
2013-11-21 07:00:00,56.0,2.0,42.0,1600.0,1.2852,-1.6,1023.3,-5.6,0.0,0.8,62.0
2013-11-21 08:00:00,84.0,3.0,45.0,2000.0,1.7136,4.3,1023.5,-5.0,0.0,0.7,67.0
2013-11-21 09:00:00,98.0,13.0,58.0,2500.0,1.9278,6.5,1023.2,-6.8,0.0,1.1,78.0
2013-11-21 10:00:00,62.0,25.0,60.0,1500.0,4.284,8.5,1022.9,-7.7,0.0,1.4,56.0
2013-11-21 11:00:00,61.0,32.0,59.0,1300.0,7.0686,10.0,1021.9,-7.3,0.0,1.2,54.0
2013-11-21 12:00:00,53.0,51.0,52.0,1000.0,15.2082,10.6,1021.2,-8.7,0.0,1.0,43.0
2013-11-21 13:00:00,49.0,47.0,50.0,900.0,22.7052,12.2,1020.5,-8.4,0.0,1.3,54.0
2013-11-21 14:00:00,74.0,47.0,32.0,900.0,16.065,12.4,1020.3,-8.8,0.0,1.8,54.0
2013-11-21 15:00:00,101.0,47.0,58.0,3900.0,16.065,12.1,1020.5,-9.0,0.0,1.1,34.0
2013-11-21 16:00:00,74.0,47.0,58.0,1200.0,11.3526,9.6,1020.7,-7.2,0.0,2.7,51.0
2013-11-21 17:00:00,135.0,29.0,106.0,1800.0,3.6414,7.5,1021.4,-7.4,0.0,1.3,90.0
2013-11-21 18:00:00,152.0,19.0,111.0,2000.0,1.7136,7.6,1021.6,-7.7,0.0,2.0,137.0
2013-11-21 19:00:00,139.0,19.0,109.0,2000.0,1.7136,7.1,1021.9,-7.4,0.0,1.5,132.0
2013-11-21 20:00:00,160.0,22.0,110.0,2100.0,2.142,6.5,1022.2,-6.8,0.0,1.5,150.0
2013-11-21 21:00:00,194.0,29.0,113.0,2300.0,2.142,2.9,1022.5,-5.8,0.0,1.0,191.0
2013-11-21 22:00:00,195.0,19.0,104.0,2400.0,1.9278,1.9,1022.8,-5.5,0.0,0.4,214.0
2013-11-21 23:00:00,201.0,12.0,91.0,2500.0,1.7136,0.4,1023.0,-5.6,0.0,0.8,219.0
2013-11-22 00:00:00,187.0,9.0,86.0,2600.0,1.7136,-0.4,1022.9,-5.4,0.0,0.4,213.0
2013-11-22 01:00:00,189.0,8.0,89.0,2800.0,1.9278,-1.1,1022.9,-5.7,0.0,0.5,213.0
2013-11-22 02:00:00,160.0,4.0,76.0,2900.0,1.4994,-1.4,1023.0,-5.8,0.0,0.8,194.0
2013-11-22 03:00:00,132.0,4.0,72.0,2900.0,1.4994,-1.9,1022.8,-6.3,0.0,0.5,157.0
2013-11-22 04:00:00,143.0,4.0,72.0,3300.0,2.142,-2.2,1022.5,-5.7,0.0,0.5,156.0
2013-11-22 05:00:00,108.0,3.0,56.0,2900.0,1.071,-2.6,1022.3,-6.1,0.0,1.0,126.0
2013-11-22 06:00:00,71.0,3.0,51.0,2200.0,0.8568,-1.8,1022.3,-6.9,0.0,1.1,98.0
2013-11-22 07:00:00,55.0,2.0,42.0,1700.0,0.4284,0.9,1022.7,-6.7,0.0,0.5,68.0
2013-11-22 08:00:00,60.0,2.0,40.0,1300.0,0.8568,5.1,1022.6,-7.1,0.0,0.8,46.0
2013-11-22 09:00:00,86.0,10.0,48.0,1700.0,1.4994,7.8,1021.9,-7.5,0.0,1.0,48.0
2013-11-22 10:00:00,69.0,25.0,61.0,1700.0,2.5704,9.4,1021.5,-7.8,0.0,1.1,47.0
2013-11-22 11:00:00,68.0,57.0,60.0,1400.0,7.2828,11.1,1020.4,-8.2,0.0,0.6,55.0
2013-11-22 12:00:00,81.0,61.0,65.0,1400.0,11.781,12.3,1019.3,-7.7,0.0,1.1,65.0
2013-11-22 13:00:00,79.0,53.0,63.0,1200.0,19.0638,13.1,1018.4,-7.6,0.0,2.4,64.0
2013-11-22 14:00:00,130.0,50.0,95.0,1800.0,12.6378,12.5,1017.8,-7.0,0.0,1.9,100.0
2013-11-22 15:00:00,221.0,47.0,133.0,2500.0,10.0,11.4,1017.6,-7.0,0.0,1.3,197.0
2013-11-22 16:00:00,176.0,39.0,96.0,1700.0,13.0,9.6,1017.5,-6.3,0.0,1.3,159.0
2013-11-22 17:00:00,179.0,29.0,107.0,2200.0,5.0,6.1,1017.8,-5.6,0.0,0.5,177.0
2013-11-22 18:00:00,174.0,17.0,106.0,2100.0,1.0,5.2,1018.2,-4.7,0.0,1.2,168.0
2013-11-22 19:00:00,178.0,16.0,101.0,2300.0,1.0,5.4,1018.1,-3.9,0.0,0.8,177.0
2013-11-22 20:00:00,252.0,30.0,114.0,3000.0,1.0,4.0,1018.2,-3.3,0.0,0.0,267.0
2013-11-22 21:00:00,281.0,37.0,113.0,3500.0,1.0,3.6,1018.1,-3.2,0.0,0.7,303.0
2013-11-22 22:00:00,291.0,42.0,112.0,4100.0,1.0,2.1,1018.0,-3.4,0.0,1.3,316.0
2013-11-22 23:00:00,287.0,27.0,99.0,4200.0,1.0,1.5,1018.0,-3.4,0.0,0.9,321.0
2013-11-23 00:00:00,297.0,32.0,105.0,5000.0,1.0,0.6,1017.6,-2.8,0.0,1.0,331.0
2013-11-23 01:00:00,319.0,26.0,104.0,5300.0,1.0,0.5,1017.5,-2.9,0.0,1.1,338.0
2013-11-23 02:00:00,301.0,14.0,88.0,5300.0,1.0,1.1,1017.5,-3.6,0.0,0.6,347.0
2013-11-23 03:00:00,284.0,14.0,91.0,5500.0,1.0,-0.3,1017.5,-4.0,0.0,1.0,331.0
2013-11-23 04:00:00,278.0,26.0,109.0,5700.0,2.0,-0.6,1017.3,-4.8,0.0,1.0,277.0
2013-11-23 05:00:00,283.0,22.0,100.0,5100.0,1.0,-1.1,1017.5,-4.6,0.0,0.9,285.0
2013-11-23 06:00:00,243.0,15.0,85.0,4200.0,1.0,-1.2,1017.0,-4.9,0.0,0.6,277.0
2013-11-23 07:00:00,183.0,8.0,73.0,3500.0,1.0,-0.7,1017.9,-4.1,0.0,0.8,225.0
2013-11-23 08:00:00,197.0,9.0,69.0,3200.0,1.0,3.6,1017.8,-3.2,0.0,1.1,183.0
2013-11-23 09:00:00,164.0,32.0,80.0,2700.0,1.0,6.2,1017.4,-4.6,0.0,1.2,146.0
2013-11-23 10:00:00,145.0,41.0,82.0,2300.0,2.0,8.2,1016.5,-5.0,0.0,1.8,140.0
2013-11-23 11:00:00,123.0,51.0,85.0,2100.0,3.0,11.3,1015.3,-4.8,0.0,1.0,120.0
2013-11-23 12:00:00,140.0,49.0,88.0,2100.0,5.0,13.2,1015.0,-5.9,0.0,0.8,121.0
2013-11-23 13:00:00,167.0,48.0,103.0,2400.0,6.0,14.9,1014.0,-6.1,0.0,1.2,132.0
2013-11-23 14:00:00,213.0,50.0,128.0,3000.0,5.0,14.5,1014.2,-4.3,0.0,1.9,177.0
2013-11-23 15:00:00,229.0,58.0,136.0,2700.0,7.0,12.3,1014.7,-4.8,0.0,2.5,188.0
2013-11-23 16:00:00,244.0,65.0,137.0,2400.0,8.0,10.8,1015.0,-4.9,0.0,1.7,206.0
2013-11-23 17:00:00,254.0,48.0,131.0,2700.0,1.0,9.7,1014.8,-4.3,0.0,1.7,229.0
2013-11-23 18:00:00,230.0,33.0,119.0,2800.0,1.0,8.9,1015.1,-4.0,0.0,1.9,229.0
2013-11-23 19:00:00,212.0,36.0,116.0,3100.0,1.0,7.0,1015.1,-3.8,0.0,1.5,233.0
2013-11-23 20:00:00,216.0,33.0,116.0,3400.0,1.0,5.6,1015.2,-3.8,0.0,0.6,233.0
2013-11-23 21:00:00,220.0,22.0,109.0,3800.0,1.0,4.4,1015.9,-2.7,0.0,1.3,234.0
2013-11-23 22:00:00,243.0,32.0,119.0,4400.0,1.0,5.3,1016.2,-3.0,0.0,1.0,256.0
2013-11-23 23:00:00,239.0,48.0,116.0,4000.0,1.0,4.9,1015.7,-3.2,0.0,0.0,239.0
2013-11-24 00:00:00,206.0,27.0,96.0,3700.0,1.0,5.5,1015.4,-2.1,0.0,1.6,226.0
2013-11-24 01:00:00,208.0,35.0,107.0,4000.0,1.0,4.7,1015.0,-2.0,0.0,1.4,228.0
2013-11-24 02:00:00,203.0,21.0,97.0,4300.0,1.0,4.7,1014.5,-3.6,0.0,0.0,222.0
2013-11-24 03:00:00,189.0,26.0,97.0,4300.0,1.0,3.8,1014.3,-3.5,0.0,0.9,217.0
2013-11-24 04:00:00,145.0,54.0,81.0,3100.0,1.0,5.0,1013.9,-4.1,0.0,1.2,149.0
2013-11-24 05:00:00,112.0,47.0,68.0,1900.0,1.0,8.9,1013.4,-7.3,0.0,2.2,99.0
2013-11-24 06:00:00,57.0,30.0,48.0,900.0,3.0,6.5,1013.4,-5.8,0.0,1.8,46.0
2013-11-24 07:00:00,58.0,24.0,39.0,700.0,9.0,6.9,1013.3,-6.1,0.0,1.5,31.0
2013-11-24 08:00:00,82.0,23.0,41.0,700.0,8.0,9.4,1012.9,-8.7,0.0,1.6,31.0
2013-11-24 09:00:00,98.0,20.0,46.0,800.0,6.0,9.8,1012.5,-8.8,0.0,1.0,32.0
2013-11-24 10:00:00,111.0,16.0,40.0,800.0,12.0,9.7,1012.0,-9.9,0.0,2.3,35.0
2013-11-24 11:00:00,138.0,22.0,37.0,800.0,14.0,9.7,1011.2,-11.0,0.0,4.3,39.0
2013-11-24 12:00:00,172.0,23.0,37.0,700.0,16.0,9.7,1010.0,-12.2,0.0,4.8,44.0
2013-11-24 13:00:00,200.0,17.0,32.0,600.0,22.0,10.0,1008.9,-12.0,0.0,3.0,50.0
2013-11-24 14:00:00,215.0,18.0,25.0,500.0,32.0,10.0,1008.4,-12.0,0.0,3.9,47.0
2013-11-24 15:00:00,217.0,18.0,27.0,500.0,32.0,9.9,1008.2,-12.1,0.0,3.0,55.0
2013-11-24 16:00:00,232.0,15.0,30.0,500.0,30.0,9.3,1008.4,-11.4,0.0,2.5,59.0
2013-11-24 17:00:00,218.0,11.0,28.0,400.0,32.0,9.0,1008.6,-11.6,0.0,3.0,53.0
2013-11-24 18:00:00,178.0,10.0,42.0,600.0,16.0,8.2,1008.9,-11.2,0.0,1.3,52.0
2013-11-24 19:00:00,163.0,8.0,46.0,600.0,4.0,8.5,1009.1,-11.0,0.0,1.8,47.0
2013-11-24 20:00:00,112.0,10.0,49.0,700.0,6.0,8.5,1009.7,-10.4,0.0,4.7,45.0
2013-11-24 21:00:00,114.0,5.0,28.0,400.0,33.0,7.3,1010.0,-10.5,0.0,5.6,25.0
2013-11-24 22:00:00,88.0,6.0,26.0,400.0,34.0,6.7,1010.7,-11.0,0.0,5.2,23.0
2013-11-24 23:00:00,66.0,6.0,22.0,400.0,38.0,5.7,1011.1,-11.0,0.0,3.2,17.0
2013-11-25 00:00:00,45.0,8.0,27.0,500.0,32.0,5.0,1010.9,-10.4,0.0,3.1,18.0
2013-11-25 01:00:00,27.0,8.0,25.0,500.0,32.0,5.0,1010.9,-10.8,0.0,5.0,20.0
2013-11-25 02:00:00,14.0,8.0,17.0,400.0,39.0,4.5,1011.7,-10.8,0.0,2.5,11.0
2013-11-25 03:00:00,17.0,8.0,17.0,300.0,37.0,4.0,1012.0,-10.9,0.0,3.5,13.0
2013-11-25 04:00:00,19.0,7.0,17.0,300.0,36.0,4.1,1012.8,-11.2,0.0,3.5,9.0
2013-11-25 05:00:00,22.0,10.0,15.0,300.0,38.0,3.8,1013.2,-12.6,0.0,4.1,9.0
2013-11-25 06:00:00,28.0,13.0,23.0,400.0,27.0,3.1,1014.4,-13.3,0.0,4.0,10.0
2013-11-25 07:00:00,44.0,10.0,32.0,500.0,14.0,3.4,1015.3,-13.0,0.0,4.6,17.0
2013-11-25 08:00:00,55.0,11.0,37.0,600.0,8.0,3.9,1015.9,-14.4,0.0,4.8,14.0
2013-11-25 09:00:00,40.0,14.0,30.0,600.0,17.0,5.1,1016.1,-12.4,0.0,2.5,15.0
2013-11-25 10:00:00,28.0,14.0,24.0,600.0,30.0,5.5,1015.7,-13.5,0.0,5.0,17.0
2013-11-25 11:00:00,27.0,10.0,17.0,400.0,43.0,5.7,1014.4,-13.3,0.0,3.9,9.0
2013-11-25 12:00:00,49.0,5.0,14.0,300.0,50.0,6.3,1013.8,-15.7,0.0,5.2,10.0
2013-11-25 13:00:00,15.0,6.0,13.0,300.0,56.0,6.9,1013.1,-16.5,0.0,6.3,11.0
2013-11-25 14:00:00,11.0,4.0,17.0,300.0,54.0,7.1,1013.0,-17.1,0.0,4.1,8.0
2013-11-25 15:00:00,11.0,4.0,16.0,300.0,56.0,6.8,1013.2,-18.1,0.0,5.1,9.0
2013-11-25 16:00:00,16.0,4.0,22.0,300.0,49.0,6.0,1013.5,-17.3,0.0,4.2,5.0
2013-11-25 17:00:00,26.0,4.0,31.0,400.0,35.0,5.0,1013.8,-16.8,0.0,1.6,15.0
2013-11-25 18:00:00,28.0,4.0,33.0,400.0,28.0,2.0,1013.9,-16.0,0.0,0.8,11.0
2013-11-25 19:00:00,27.0,3.0,34.0,400.0,17.0,-0.1,1013.9,-14.9,0.0,0.8,6.0
2013-11-25 20:00:00,25.0,2.0,30.0,400.0,9.0,-0.6,1013.6,-13.9,0.0,0.1,6.0
2013-11-25 21:00:00,16.0,2.0,32.0,500.0,5.0,-0.6,1013.8,-12.3,0.0,0.8,14.0
2013-11-25 22:00:00,52.0,9.0,52.0,2200.0,2.0,-0.1,1013.7,-11.8,0.0,1.1,38.0
2013-11-25 23:00:00,118.0,18.0,73.0,3100.0,2.0,-0.8,1013.0,-11.3,0.0,0.5,96.0
2013-11-26 00:00:00,109.0,11.0,60.0,2700.0,2.0,-0.9,1013.0,-10.8,0.0,1.0,93.0
2013-11-26 01:00:00,97.0,9.0,55.0,3000.0,1.0,-1.4,1013.4,-10.8,0.0,0.6,87.0
2013-11-26 02:00:00,120.0,13.0,61.0,3700.0,1.0,2.5,1013.6,-13.8,0.0,1.7,95.0
2013-11-26 03:00:00,43.0,15.0,61.0,1600.0,4.0,-0.5,1013.6,-14.1,0.0,1.5,55.0
2013-11-26 04:00:00,6.0,13.0,24.0,500.0,34.0,-2.6,1013.6,-12.6,0.0,0.9,11.0
2013-11-26 05:00:00,9.0,7.0,13.0,300.0,52.0,-2.6,1013.7,-13.5,0.0,1.2,8.0
2013-11-26 06:00:00,9.0,7.0,13.0,400.0,40.0,-0.4,1014.4,-15.9,0.0,1.5,8.0
2013-11-26 07:00:00,12.0,7.0,34.0,500.0,22.0,0.3,1014.8,-16.1,0.0,1.0,4.0
2013-11-26 08:00:00,46.0,10.0,48.0,700.0,4.0,3.9,1015.4,-17.7,0.0,1.5,11.0
2013-11-26 09:00:00,28.0,10.0,41.0,700.0,14.0,4.8,1015.1,-16.9,0.0,2.3,13.0
2013-11-26 10:00:00,14.0,8.0,29.0,600.0,32.0,6.0,1015.0,-17.3,0.0,1.6,9.0
2013-11-26 11:00:00,20.0,7.0,25.0,500.0,41.0,6.2,1014.1,-17.1,0.0,5.8,8.0
2013-11-26 12:00:00,31.0,9.0,24.0,500.0,45.0,6.7,1013.2,-19.9,0.0,5.8,3.0
2013-11-26 13:00:00,104.0,8.0,16.0,400.0,58.0,6.7,1013.1,-19.0,0.0,7.3,7.0
2013-11-26 14:00:00,126.0,6.0,14.0,400.0,55.0,6.2,1013.3,-21.2,0.0,8.0,14.0
2013-11-26 15:00:00,162.0,5.0,12.0,400.0,63.0,5.6,1014.0,-21.7,0.0,7.1,7.0
2013-11-26 16:00:00,182.0,5.0,13.0,400.0,62.0,4.4,1015.2,-22.6,0.0,7.9,9.0
2013-11-26 17:00:00,66.0,3.0,17.0,300.0,54.0,3.8,1016.0,-23.1,0.0,7.4,15.0
2013-11-26 18:00:00,80.0,4.0,16.0,300.0,55.0,2.9,1017.1,-24.8,0.0,5.9,5.0
2013-11-26 19:00:00,62.0,2.0,17.0,300.0,53.0,1.8,1018.1,-24.7,0.0,5.8,6.0
2013-11-26 20:00:00,55.0,2.0,16.0,300.0,56.0,0.8,1019.8,-23.8,0.0,2.7,4.0
2013-11-26 21:00:00,109.0,2.0,14.0,300.0,60.0,0.1,1020.7,-22.8,0.0,4.0,6.0
2013-11-26 22:00:00,51.0,2.0,13.0,300.0,56.0,-1.3,1021.3,-22.0,0.0,1.5,4.0
2013-11-26 23:00:00,40.0,1.0,10.0,300.0,59.0,-1.3,1021.7,-23.3,0.0,6.8,10.0
2013-11-27 00:00:00,28.0,1.0,8.0,300.0,63.0,-1.8,1021.6,-23.1,0.0,5.3,4.0
2013-11-27 01:00:00,22.0,1.0,6.0,300.0,66.0,-2.1,1021.1,-23.3,0.0,3.5,7.0
2013-11-27 02:00:00,13.0,1.0,5.0,300.0,67.0,-2.4,1021.3,-22.4,0.0,4.5,3.0
2013-11-27 03:00:00,21.0,2.0,6.0,300.0,64.0,-2.1,1021.2,-23.3,0.0,4.5,3.0
2013-11-27 04:00:00,11.0,2.0,4.0,300.0,65.0,-2.6,1021.8,-23.7,0.0,5.1,3.0
2013-11-27 05:00:00,24.0,1.0,5.0,300.0,63.0,-3.2,1022.4,-24.9,0.0,3.0,6.0
2013-11-27 06:00:00,18.0,2.0,7.0,300.0,58.0,-3.6,1022.9,-24.6,0.0,4.8,3.0
2013-11-27 07:00:00,27.0,3.0,11.0,400.0,50.0,-3.6,1023.6,-25.2,0.0,4.8,8.0
2013-11-27 08:00:00,28.0,3.0,13.0,400.0,47.0,-3.4,1024.4,-23.8,0.0,6.6,3.0
2013-11-27 09:00:00,35.0,3.0,13.0,400.0,48.0,-2.8,1024.9,-24.5,0.0,5.6,3.0
2013-11-27 10:00:00,56.0,3.0,11.0,400.0,51.0,-2.4,1024.9,-25.6,0.0,8.6,10.0
2013-11-27 11:00:00,64.0,3.0,12.0,400.0,46.0,-1.9,1024.0,-25.9,0.0,5.1,8.0
2013-11-27 12:00:00,67.0,3.0,10.0,500.0,50.0,-1.2,1023.7,-26.2,0.0,7.1,11.0
2013-11-27 13:00:00,31.0,6.0,9.0,500.0,53.0,-0.8,1023.1,-26.8,0.0,5.6,3.0
2013-11-27 14:00:00,43.0,8.0,11.0,500.0,51.0,-0.8,1023.0,-26.8,0.0,5.4,8.0
2013-11-27 15:00:00,46.0,6.0,12.0,500.0,51.0,-0.8,1023.2,-27.7,0.0,8.9,5.0
2013-11-27 16:00:00,48.0,5.0,13.0,500.0,51.0,-1.2,1023.4,-27.1,0.0,8.0,11.0
2013-11-27 17:00:00,55.0,5.0,20.0,500.0,44.0,-1.2,1024.2,-27.1,0.0,8.0,6.0
2013-11-27 18:00:00,55.0,6.0,25.0,600.0,34.0,-1.3,1024.4,-27.1,0.0,6.4,15.0
2013-11-27 19:00:00,37.0,7.0,20.0,600.0,40.0,-1.4,1024.2,-27.2,0.0,5.0,10.0
2013-11-27 20:00:00,38.0,5.0,18.0,500.0,43.0,-1.7,1024.6,-26.6,0.0,5.7,6.0
2013-11-27 21:00:00,66.0,3.0,12.0,500.0,50.0,-2.1,1025.2,-26.9,0.0,4.0,7.0
2013-11-27 22:00:00,25.0,3.0,13.0,500.0,48.0,-2.4,1025.3,-27.2,0.0,3.2,3.0
2013-11-27 23:00:00,12.0,3.0,13.0,500.0,49.0,-2.6,1025.4,-27.3,0.0,4.9,3.0
2013-11-28 00:00:00,10.0,4.0,10.0,500.0,53.0,-3.0,1025.1,-26.8,0.0,4.9,6.0
2013-11-28 01:00:00,12.0,7.0,12.0,500.0,48.0,-3.0,1024.8,-27.6,0.0,7.6,5.0
2013-11-28 02:00:00,7.0,8.0,13.0,600.0,47.0,-3.2,1024.6,-27.0,0.0,3.1,6.0
2013-11-28 03:00:00,7.0,7.0,11.0,500.0,50.0,-2.8,1024.1,-26.7,0.0,5.4,3.0
2013-11-28 04:00:00,9.0,6.0,11.0,600.0,43.0,-3.0,1023.6,-26.1,0.0,3.4,6.0
2013-11-28 05:00:00,14.0,6.0,19.0,600.0,39.0,-2.7,1024.1,-25.8,0.0,3.7,3.0
2013-11-28 06:00:00,9.0,9.0,27.0,700.0,31.0,-2.3,1024.1,-26.3,0.0,4.7,4.0
2013-11-28 07:00:00,12.0,7.0,22.0,600.0,40.0,-1.8,1024.6,-25.1,0.0,3.9,3.0
2013-11-28 08:00:00,24.0,7.0,33.0,700.0,26.0,-0.7,1024.3,-25.0,0.0,3.2,4.0
2013-11-28 09:00:00,22.0,8.0,36.0,2600.0,25.0,0.7,1024.0,-25.6,0.0,4.5,5.0
2013-11-28 10:00:00,38.0,7.0,31.0,700.0,34.0,2.2,1023.4,-26.4,0.0,6.1,8.0
2013-11-28 11:00:00,38.0,7.0,25.0,600.0,45.0,3.2,1022.4,-26.8,0.0,5.0,7.0
2013-11-28 12:00:00,34.0,4.0,20.0,500.0,56.0,4.2,1021.4,-26.0,0.0,5.5,8.0
2013-11-28 13:00:00,14.0,5.0,20.0,500.0,58.0,5.1,1020.8,-25.3,0.0,6.0,11.0
2013-11-28 14:00:00,23.0,5.0,20.0,500.0,58.0,5.7,1020.3,-23.7,0.0,3.9,7.0
2013-11-28 15:00:00,24.0,6.0,22.0,500.0,57.0,5.8,1020.0,-22.5,0.0,3.7,9.0
2013-11-28 16:00:00,25.0,5.0,27.0,500.0,52.0,4.6,1020.0,-21.5,0.0,1.7,7.0
2013-11-28 17:00:00,59.0,15.0,53.0,800.0,21.0,3.2,1020.1,-21.0,0.0,1.9,22.0
2013-11-28 18:00:00,68.0,20.0,68.0,1100.0,2.0,2.4,1020.1,-21.7,0.0,1.4,34.0
2013-11-28 19:00:00,83.0,23.0,72.0,1400.0,2.0,0.5,1020.2,-19.4,0.0,0.9,57.0
2013-11-28 20:00:00,80.0,22.0,70.0,1500.0,2.0,0.0,1020.2,-17.3,0.0,0.9,71.0
2013-11-28 21:00:00,78.0,29.0,74.0,1600.0,2.0,0.1,1020.4,-15.9,0.0,1.2,66.0
2013-11-28 22:00:00,96.0,33.0,74.0,2000.0,2.0,0.2,1020.2,-14.6,0.0,0.7,73.0
2013-11-28 23:00:00,118.0,31.0,75.0,3000.0,2.0,4.5,1019.9,-14.4,0.0,2.8,91.0
